,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,like,tech
12123,US,32659182,R32C5Z7VJ2SWDS,B004GY8A58,343148814,the first years gumdrop newborn pacifier,Baby,5,0,1,N,N,Not the ones from hospital but work just as well and better for teething,I originally got some of these pacifiers when my son was first born and he would take them just as well as the hospital pacifiers.  The pacifiers from the hospital are softer but he did not seem to care.  As soon as he started trying to teethe(around 5 months) these were even better because they were thicker than the ones from the hospital.  He loves these pacifiers and chews on them all he wants when he is teething and they hold up great.  I would highly recommend these to anyone.,2/16/2013,1,0
12133,us,32707735,r8f71c7d9550l,b000s9rf4m,143957713,tiny love take-along arch,baby,5,0,0,n,y,perfect toy,"this is one awesome toy at an awesome price.its a great alternative to the $40 bar you have to buy seperately for the bjourn babysitter balance.as you know by now,it fits on almost any seat.i use mine on her swing,toddler chair,carseat and bjourn.its flexible so that it can be adjusted to sit wider or higher.it can be adjusted to tilt forward or back.this is due to the ball joints.it seems durable and is secure.my baby loves it.  that said,the toys could be better quality.they are lightweight and have crinkle paper inside that babies love.the vecro is a joke.a baby will rip them off with less than moderate force.the ball for the fan is the only toy that is fixed.  they should have used heavy duty velcro and more of it.  the good thing is the toys can be replaced with ones you already have.it has loops.  id definately buy again and highly recommend.",12/5/2011,1,1
12144,US,32760608,R270NFPW9969QE,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,3,0,1,N,Y,"Probably great, if your child already like a Soothie pacifier","I love the idea of this, and it should work since the weight will cause the baby to keep the pacifier in his/her mouth better, but I never got to find out.  My daughter was picky about her pacifiers from the get-go and she refused to take this Soothie one.",1/2/2010,1,0
12155,us,32785172,ru7gnc0jdwers,b00ajsiuaa,959404734,evenflo sureride 65 dlx convertible car seat - paxton,baby,4,0,0,n,y,a sturdy car seat,"brought this car seat to use for when we have our grandson.  the directions for installing it we found to be confusing, but once we watched some videos online, we understood it better and we had no issues installing it properly.  this is a wonderful car seat for grandparents to use without spending a lot of money.",2/11/2014,-1,1
12160,US,32810377,RGTFPWTVPUNZP,B004IOE24O,610554685,the first years 2 pack gumdrop infant pacifier,Baby,5,0,0,N,Y,Awesome!,"This is the only pacifier my baby would use. He liked the Soothie one from the hospital (big circle one), but these were even better because they had the butterfly shape and a little hole in the handle to attach a clip. The colors are also very nice.",11/2/2011,1,1
12183,us,32884915,r1q38papd1gab4,b002wgi5no,271935805,my brest friend inflatable travel nursing pillow in green paisley,baby,5,0,0,n,y,really my brest friend,"so much better than the boppy and deflatability came in very handy for travelling.  in fact, i used this as my primary nursing pillow.",7/8/2014,1,0
12208,us,32992013,rxivtydvmmyhd,b00niu69sq,435060344,back seat mirror by freddie and sebbie - rear facing car seat interior mirrors for baby and mum,baby,5,0,0,n,n,love this!,"this truly is a luxury backseat mirror for the baby.  very high quality, much better than the last one we had bought!",11/29/2014,-1,1
12228,US,33074388,R1SBN9A8KSG7Z0,B004IY6AGW,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,N,"Ella Bella, too cute",Wubbanub is the best pacifier product on the market.  The Elle Bella Elephant is so cute.  My daughter lost her first wubbanub and I had a hard time finding a cute girly one to replace it in local stores.  I settled for a duck until I could find a better one and this was just what I was looking for.,7/30/2014,-1,0
12244,US,33121570,RQLCASGJNBKEI,B000VG4608,179903806,3ct diamond pacifier (278 pave set diamonds),Baby,1,135,154,N,N,Color??? Clarity???,"This is a total ripoff.  It looks nice, but remember the 4 C's?  That's right, they tell you how many Carats, but what about cut, clarity, and color?  For my child, nothing less than a vs1 or an F will do.  Hold out for a better diamond.",7/28/2012,-1,1
12310,US,33355879,RCR3JRJ7ZJ5T3,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,4,0,1,N,Y,Great for my little one,Aside from the fact that the stuffed toy is sewn onto the pacifier it's great for my 3 month old the paci doesn't bounce all over when he spits it out and he can put it back into his own mouth it's easy to find since it really can't fall behind him when he is in a swing or bouncy seat! Plus it's really cute. Wish it could detach from the paci just for better cleaning,7/30/2013,1,1
12314,us,33367230,r3heknv79kpk27,b00d7f75cq,615789719,medela breastmilk collection & storage bottle set,baby,5,0,0,n,y,quality product - seemed better than the bottles that came with my pump 2 ...,quality product - seemed better than the bottles that came with my pump 2 years ago.  quick shipping.  great sale.,12/5/2014,1,1
12331,US,33432132,RJG3H1JFMB6EQ,B001Q3L9XC,791790210,jj cole pacifier pod,Baby,5,0,0,N,Y,Cute and functional design,"Since our pacifiers came with their own clip-on covers, I actually use this for my nipple shield that is needed for me to breastfeed. It fits perfectly and is much better than the plastic baggie I had been using! It has a velcro closure and it's nice that the strap has a snap so you can hook it onto diaper bags, etc.",12/13/2013,1,1
12380,us,33610999,rzs93whi4t0z7,b005lkqchy,626372868,sleep buddy ~ sleep training system for toddlers & pre-schoolers,baby,2,3,8,n,y,no battery?,"i just received this product two days ago. the first night we got it, we didn't use it because we thought it needed to charge overnight. tonight, we unplugged it and were excited to start using it only to figure out that there is no rechargeable battery inside.  it has to stay plugged in to work. in fact, there isn't even a temporary memory to remember the time settings once you've taken the time to set it. i am floored that a product meant to help toddlers who get out of their beds and have free reign in their rooms has to have a cord attached! can you say choking hazard?!?! we're still desperate to see if it works, so maybe i'll give a better rating after we spend our precious parent time tacking the cord to the wall and go through the teaching process.<br /><br />another minor complaint...after one time in my daughter's hands, the bottom cover that provides access to the clock was broken. not very child resistant on that piece. it's not a huge deal, but annoying enough to mention.<br /><br />a couple of good things to mention:  it came wrapped like a present, making it very exciting for my daughter; and when i posted a question to their fb site, it was answered within an hour or so.",2/7/2013,-1,0
12408,US,33673844,R1QZ4AXKBEJSRN,B004KVBHU2,524923091,"mam perfect orthodontic pacifier, boy, 6+ months, 1-count",Baby,4,0,0,N,N,like,"Up to now, we had used the MAM air series, and loved them. As the 'perfect' series is supposed to be better for the teeth, I got one which our little one accepted without any issue (as opposed to e.g. some AVENT paci we had tried). I would give the 'perfect' 5 stars had they the same exterior desig as the 'air', which was very good for the skin of our little one - so only 4 stars. In case you want to get several of them, check other online vendors- I just found one offering them for $6.99 (excl. shipping).",10/31/2011,1,1
12420,us,33701028,r1z2fomi70od6p,b006pb2b6o,460614821,evenflo tribute lx convertible car seat,baby,3,0,0,n,y,cheap and cheap quality,i bought this for my grandson for our car it's is extremely light weight compared to a more expensive one my daughter has. unless you fit it permanently with the hook system then it wobbles around somewhat. i wish i had bought a better one.,3/22/2015,1,0
12426,us,33713432,r1psopiew0v0h9,b00208ry2c,561055908,"trend lab cotton cribwrap rail covers for crib sides (set of 2), pink with brown dot, wide for crib rails measuring up to 18 around!",Baby,4,0,0,N,Y,good compromise between shock absorption and material safety,"When the little one starts standing up in their crib, they'll tend to do two things 1. bump their heads against the railing (ouch!) and bite/lick the railing. There's a range of products to help address this that fall into either slightly padded fabric type cover and some kind of foam/silicon based bumper. We didn't feel comfortable with baby biting synthetic materials so this cover while thin provides some bump protection but we feel much better about her possibly chewing at cloth than other materials. The good news is that bumper protection is only needed for so long until they develop stronger legs and grip to prevent themselves from bumping onto the railing.",4/24/2014,-1,1
12429,US,33717978,RMKU90GIZOMLJ,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,2,0,0,N,Y,didn't work for our baby,"There was nothing wrong with these, and I think they're so cute! But our son couldn't hold onto them. We had better luck with NUK and MAM.",5/16/2014,1,0
12461,US,33814686,R3M5QS6H5TZKFD,B004IOHN8Q,610554685,the first years 2 pack gumdrop infant pacifier,Baby,1,0,0,N,Y,Too stiff for my child,"My child took the newborn soothie pacifiers, so I thought these would be a good option that would eliminate the nose smushing that the big round soothie base causes. The profile of these is much better and didnt contact my child's nose, but she couldnt keep these in her mouth because the silicone on these is much stiffer than the soothie ones.<br /><br />We've kept trying these as my child has grown but even at 10 months she still prefers to play with these than to suck on them.",1/14/2013,1,0
12469,US,33831728,R1X005G4WTCSNZ,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,4,1,1,N,Y,Almost perfect,"The tip of the pacifier is completely rounded as opposed to the slightly curved ones that contour to the inside of the baby's mouth better. I suppose it all comes down to the child's preference... in our case the little one isn't a fan of the strictly cylindrical pacifier nipple so he won't keep this in his mouth for long. Still fun though and can serve as a slight distraction.<br /><br />Pros:<br />Very cute, lightweight monkey. Almost worth it just for the stuffed animal<br />Sturdy pacifier with no rubbery taste, holds up to biters<br /><br />Cons:<br />The monkey is only attached to one end of the pacifier, which makes me worry that it will rip off if the little one decides to pull too hard. Every time I pick it up I think &#34;I hope this doesn't rip off as easily as it feels like it could...&#34;",5/25/2013,-1,1
12474,us,33869564,rakuylatgmtmv,b004f84pz4,579678635,"graphique home decal, pirate adventure (discontinued by manufacturer)",baby,5,0,0,n,y,looks like great art (for a pirate),"this is much better than the stick and peel decals that you can place anywhere.  this goes on the wall just as you see (if you want it that way).  it was in about 25 pieces, but the nice thing that i wasn't expecting is inside their is a diagram on how to hang it, and the pieces are numbered.  it made putting the dotting lines up easy.  it took a little more time but looks amazing.  i have it in the kids bathroom, and it really makes the little bathroom come alive like a pirate map.  the best part is the kids love it!",1/11/2012,1,0
12543,us,34159856,r1nt33c28kql1x,b000jkm0mm,783950023,sonoma lavender - lavender lil the plush scented bunny,baby,3,1,1,n,n,not what i expected,"it's a great concept in all. the lavender is so overbearing that we took out the removable microwavable sack that contained the flax/lavender. we like to soft material, but with the sack in place it feels hard..like it has a bag of dirt. if it had half the amount it would be much better. i would give it one star if the sack was not removable it's nice..squishy and soft and has a nice light lavender sent without the bag. the whole reason i bought it was so my son could have a cuddly, warm bunny for bed. maybe we'll open it up, remove it's contents and replace it with just flax and sew it back. the ears have enough lavender for the aromatherapy purpose.",12/26/2008,1,1
12569,US,34214404,R2VFXG3CYM3T4P,B006VJM7AA,867638761,nuk orthostar soft silicone orthodontic pacifiers 0-3 months- blue/green,Baby,1,0,1,N,Y,It just didn't work,"My son has always hated pacifiers, but this one had to be the worst I've tried so far. Its not soft and rubbery. It's actually pretty hard. My son did not tolerate it whatsoever like he did for other pacifiers. Plus he didn't like the fact that it has a bent nipple. I was dumb to think he'd actually like it when a mother's nipple as well as bottle nipples have a full form. Which my son preferred. Avent soothie was definitely better.",5/27/2013,1,0
12672,us,34544171,r1vdaqbqvldvnm,b00qnzge56,299739699,kick mats & backseat organizer (2 pack) + bonus travel games ebook - easy to clean - universal car seat back protector - large organizer pockets with storage - 100% no-hassle satisfaction guarantee,baby,4,0,0,n,y,they work well.,"these kick mats work well.  they attach in two places, keeping them in place, and they have a wire piped along the perimeter that keeps the overall shape so it doesn't get floppy and uncover what it's supposed to be protecting.  as another reviewer said, the only complaint i have is that the swishy sound the nylon makes against my sons shoes encourages him to touch it with his feet, but it's still better than muddy foot prints on the upholstery.",4/15/2015,1,0
12674,us,34550617,r2cahz7ut5lpo2,b00tp1hwp6,173766835,"infant car mirror with ebook large black, for the car mom and baby by googah",baby,5,0,0,n,n,pretty good mirror,"there is nothing better than looking back and seeing your little one safe and sound. rear facing is ideal for longer than most are aware. often times babies are turned around sooner than they should be because moms and dads are trying to keep an eye on them, or can鈥檛 see them, or their kiddo wants to see them. for their safety it鈥檚 best to keep them rear facing as long as possible and having a quality baby mirror makes that a bit easier to do.<br /><br />they made a mirror that has a clear view, and lets you see your precious baby in their safe rear facing car seat. the view is so clear that your baby will not have a difficult time seeing you as well.<br /><br />this baby mirror was super easy to install, and can be used with almost every vehicle as far as i can tell. the design provides for a large visible space, it is not heavy or bulky. i love affordable, quality baby items. if you don鈥檛 have a little one, you might consider buying one of these for someone you know who will be having a little one soon or has one! i think the design is actually really cute, and the soft rounded edges seem more appealing to me.<br /><br />**i received a free product for a review. my opinions are 100% honest and my own.**",8/30/2015,1,0
12677,us,34553153,r2gltgn85ra48a,b00171wxii,250517482,fridababy nosefrida the snotsucker nasal aspirator,baby,5,0,0,n,y,drop the bulb and grab this!,"i remember looking at this product when i was filling out my baby registry and puking in my mouth a bit at the thought of a &#34;snot sucker.&#34;  fast forward a few months. life has changed forever, and i have been eating my words every day.  i love this thing.  it works about 10x better than the hospital bulb we had been using. :our baby is not a fan of either, but he sounds much less congested and happier after this option. super easy to piece apart and clean, and there have been no disgusting breaches of the filter.  i wouldn't recommend trying this in public, though. ;)",1/12/2014,-1,1
12681,US,34571698,R2BMNKLMBQ0BV8,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,Baby,4,0,0,Y,N,Decent pacifiers at a decent price...,"These are nice pacifiers for little babies. They are nice and soft and easily washed, and as good as or better than other brands on the market. I found nothing negative about them that would dissuade me from recommending them to others.",9/29/2014,1,1
12697,US,34633848,RBV3UYDSXCWDI,B006VJM7AA,867638761,nuk orthostar soft silicone orthodontic pacifiers 0-3 months- blue/green,Baby,5,0,1,N,N,Excellent Pacifier,"My doctor recommended this brand of pacifier. Baby doesn't have marks on his face when he uses it. I trust this brand, and it's orthodontic, so I'm not as concerned it'll hurt his developing teeth. Baby immediately formed a latch to this, and it STAYED IN. Although, I would recommend you buy the 8 pack of them for less money per pacifier, free shipping with prime, a MUCH better deal. http://www.amazon.com/gp/product/B00913D9EQ/ref=oh_details_o04_s00_i00",1/19/2013,1,1
12704,US,34656280,R1U0CH1XEH0DKO,B000ZEXKJE,996130662,gumdrop pacifier full-term natural scent orange 5 pack,Baby,4,0,0,N,Y,Great paci for newborns,"My second child LOVED these!  Unfortunately, my third couldn't keep them in her mouth.  They really are great for newborns though if they can keep them in.  Very soft and it's nice to have the nose cut out.  I do prefer the vanilla scented ones better though.",12/16/2012,1,1
12730,us,34736021,r1e95841aaaeju,b00019299k,574727078,hampton 6 piece crib bedding set,baby,5,4,4,n,n,extremely pleased,"my husband and i fell in love with this bedding as soon as we saw it. we spent weeks trying to find a bedding for our upcoming son and this, to us, is perfect. it passed the first wash/dryer test with pretty much no problems, all the seams and stuffing stayed in tact. one word for the wise is that the material on the sheet, dust ruffle, diaper hanger, and valance wrinkled in the wash badly, (because of the type of material) so expect to spend some time ironing when done (afterword i thought it may have been better to only wash those things the baby will come in contact with like the sheet and bumper pads and left the rest alone). i consider that a first time mom's live and learn experience. also be careful of shrinking which i did notice slightly with the dust ruffle only. <br /> <br />overall we are extremely happy with the product, its absolutely adorable  (it looks much better in person than in the pictures...which i thought were great!) for the quality and cost for this 6-piece set, i really dont think you can beat it.",4/8/2005,1,0
12752,US,34815346,R1CH1FX7VR3MXN,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,N,These pacifiers are the best! The soothie type we got in the hospital ...,"These pacifiers are the best! The soothie type we got in the hospital works all right, but our son likes these ones better. They're cute, they resemble a real nipple so they don't interfere with breastfeeding, and the fact that there's no up or down is really nice too. They're also comfortable for his little face. I've yet to find a downside to these!",7/6/2014,-1,0
12765,us,34841263,r2idn47y24l3n4,b004ju0h6o,153481256,"dream on me 3 playard mattress, white",Baby,4,1,2,N,N,great mattress for the price,Good mattress. My Serta mattress for my other son isn't any better. I would buy this again if I needed a mattress.,6/7/2011,1,0
12789,us,34880056,r159j1zgegguf7,b002qmsvq0,84104860,wubbanub infant pacifier - lion with satin mane,baby,2,0,0,n,n,the mane is falling apart.,"this is soooo cute, but the mane is coming off and i don't think i can fix it.  for the price, i wish it had held up a lot better.  we've had this less than a month and it hasn't been mistreated.  my babies like it a lot and it functions for it's purpose.  we also have the pink elephant and it has held up really well.  just disappointed with the mane.",12/5/2011,1,1
12828,us,35010609,r2hx8pcp3fo9ck,b000jvtt98,499575461,summer infant tub time bubble maker,baby,5,1,2,n,n,my kids beg me to turn this on.,"we got this as a christmas gift for my 18 month old, and i stored it. i finally pulled it out when my goddaughters came to spend a week with us, and i needed something to entertain 4 children while i washed the entire crew down. it was a huge hit. reviews that there are few bubbles may have to do with poor or old bubble solution. it does use a lot (but it makes lots of bubbles,) and when i went to get more bubbles out of my closet, the old bubble solutions and the cheap ones, did not work nearly as well as the newer, better quality ones.  the difference is dramatic... gobs of bubbles with one, hardly any with the other. of course, i have dropped it into the water already, and it is still working. you do not want to leave the bubble solution in after you finish using the toy.  i did and when i started it up again after 5 days of non use, part of the solution had evaporated, leaving a thicker fluid and the motor had a hard time moving the wheel around - it also produced minimal bubbles.  so, empty it if you are not using it at every bath time. if it broke today, i would buy it again. at only $12-13, what do you really expect?",7/28/2012,-1,0
12829,US,35014528,R9FTB3QKOU7ZF,B001QWQQ04,892851560,pipila portable pacifier sterilizer,Baby,3,0,0,Y,N,"Flimsy, small and functionally suspect.","The Pipila Portable Pacifier Sterilizer is something I thought would come in handy, having two twins who are beginning to teethe, but there are some issues that stop this from being an everyday-use kind of product. The item itself seems terribly flimsy, and just has a cheap feel, much cheaper than I would expect from a product that's more expensive than a lot of competing products. Maybe it's composed of a tough, lightweight plastic, but if something looks cheap and feels cheap, well, let's just say it doesn't inspire a lot of confidence in a product.<br /><br />The next concern is battery life, which is rather poor. I guess those UV rays must take a lot of juice, because a fresh set of batteries doesn't last very long. That leads in to wondering just how well this thing works, especially when the batteries start to die down a bit. It takes about 3 minutes to sterilize a pacifier, but there's no real way to know how well it's working. Also, the directions tell you to rinse off the pacifier prior to use, so that might limit just how useful it is when you're on-the-go. Ultimately, I just wonder if using this is really any better than rinsing off the pacifier under very hot tap water.<br /><br />I wanted to like the Pipila Portable Pacifier Sterilizer, but at the end of the day, it just leaves me wondering if it's doing the job. I can see it having a place for people going out-of-town for a bit and wanting something available to help sterilize a pacifier if they're staying away from home, but the need for water (to rinse the pacifier) and the size (small, but not that small) limits its usefulness for those truly on-the-go, while there are better, cheaper ways to get the job done when you're at home.",8/21/2012,1,1
12830,us,35023471,rdx16fgflppaz,b000ccewby,174815889,baby trend diaper champ,baby,2,11,20,n,n,not new and improved!!!,"i just purchased my second diaper champ, as i have two children in diapers and another on the way. i finally gave up on the diaper genie, i just couldn't get the smell out of the plastic. so i go to the store to buy another diaper genie for the second nursery and find that it is a new design. i read the description and think it must be better than the old design and since i like the old one i will love this one.  <br />boy was i wrong. first off you have to put this together yourself by simply snapping on the lid. this was not difficult, but i immediately notice that it does not flip as smoothly as the original and the seal doesn't seem as tight fitting. <br /> <br />i do like that it is wider at the top, but it is also shorter and you need to bend more, something us parents do too much of during the day as it is.but i am still willing to give it a try. <br />after three days use i notice the room has that oh so familiar smell of dirty diapers. i thought at first it was the trash can that still had a few diapers in it from our transition phase of not having a diaper pail for a day, but after removing the can i still notice the smell.the new design does not prevent the smell from escaping and it will be going back, i just hope i can find one of the old designs left on the shelf.",4/2/2006,1,1
12881,US,35155873,RC2E3N4JYBJEX,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,4,0,0,N,Y,No more lost binkys!,"My son kept losing his binky in his crib, this helps so much. Could be a bit more better quality but it works!",6/15/2015,1,0
12890,US,35179962,R2WSCUPL1KXSBY,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,4,1,2,N,Y,Great Product,"I bought this after I had received the lamb one as a gift and loved it. I think the lamb one is actually better but I still like the puppy. This one is just a little more awkward than the lamb and the colors are more yellow, not brown as it appears in the picture. Overall though, I think these WubbaNub pacifiers are great products and a necessity during the early months. I like that I can tuck the stuffed animal into my sons car seat straps to hold it in place. It's also nice that it lays on his chest when not strapped into anything and I don't have to constantly push the pacifier back into his mouth like you do with regular pacifiers. His little hand can also grab onto the stuffed animal easily.",6/24/2012,1,0
12896,us,35191177,r4r0d9b44fbmr,b002j4u8pw,645971281,sassy illumination station,baby,3,0,0,n,y,"falls over, fun lights, quick post to australia","doesnt stay stuck to table, constantly picking it up off the floor.  better as a rattle or handheld device. postage was quick",12/19/2013,1,1
12917,us,35279745,r29per1uxumrwd,b000jvxu84,511818612,munchkin 2 pk bling knob pacifier 0- 6 month (discontinued by manufacturer),baby,5,0,0,n,n,wonderful!!  a life saver!,"i bought these pacifiers before my daughter was born, simply because i thought they were cute.  these pacifiers stay in her mouth better than any others we'ver tried and she loves them!  we've tried other brands and she spits them out or can't hang on to them as well, but as soon as we give her one of these pacifiers, she calms down quickly.  however, i would definitely make sure that you buy the \\knob\\ kind.  she does have difficulty hanging on to the nipple on the one that has the handle on the pacifier (the kind that isn't the \\knob\\ pacifier).  we love these pacifiers!!!!!!",9/29/2007,1,0
12918,US,35289195,R3PRNGY92L6BCX,B004IOHN8Q,610554685,the first years 2 pack gumdrop infant pacifier,Baby,5,2,3,N,Y,love these!!!,"My daughter has been using the original gumdrop pacifiers since she was a month old and we do also have a few soothies just for back up even though those aren't her favorite... she is now almost 19 months old and just gets the pacifiers for bedtime and naptime and she also teethes on them.... the gumdrops are really wearing and not holding up well (i know we've been using them awhile but we've had 14 of the gumdrops) .... when i ordered these first years gumdrops i didn't realize that i was ordering something different than the original gumdrops... when they came in the mail today i noticed that they seem alot more sturdy and durable than the original gumdrops!... now we just got them today but i think i like them better than the original just because the material seems like it will hold up better and my daughter was very excited to get them in the mail too, she didn't seem to notice a difference! also i accidentally ordered a newborn pack as well as an infant pack but i really don't see a difference.... possibly the original gumdrops would be better for a newborn and baby who is not teething?... but i would definitely recommend these, especially once babies are getting teeth!",3/15/2011,1,0
12931,us,35355048,r1oitapfratfdc,b000wmv0xw,229339457,"nuby 2-pack nibbler mesh feeders, colors may vary",baby,4,1,1,n,y,love these! great for feeding problems!,"i wish they were easier to clean, but they work great and they are far better than any of the other brands.  i use these for my almost two year old with oral aversions.  we give him them frequently with ice or other frozen food in it, to keep him chewing on things with different favors.  as a baby, he rejected solids until almost 18 months, so this was how we got him to eat.",9/7/2014,1,0
12958,US,35462633,R2877P1N8YVJSF,B0037UZUR8,137759317,"mam start silicone pacifier, colors may vary, 2-count",Baby,5,0,0,N,Y,Never lose the pacifier,"These are great pacifiers. My two and half month old daughter loves them! We tried several brands like MAM, Nuk, Munchkin and Dr. Brown's. At first we thought Dr. Brown's would work better because we use their bottle system. She likes Dr. Brown's but she likes MAM even better. MAM's pacifiers look very cute and we also combine with the pacifier clips. The clips have bright color so you can easily identify where it is and the flexible clip allows you to adjust the tightness to thickness of baby clothes easily. We are very satisfied with the purchase and highly recommend these pacifiers to all new parents.",3/23/2011,1,0
12991,us,35563024,r28rrx0b7bxhnj,b00gm52n0m,51621901,numnum pre-spoon gootensil,baby,5,13,17,n,y,i love these! we do blw and they are perfect ...,"i love these! we do blw and they are perfect for my 7 month old to start with self feeding. i give applesauce on the blue one and yogurt on the orange one. they work so much better for begginers than regular spoons. i have actually purchased two sets. they do discolor slightly, but that is not a big deal.",12/23/2014,0,1
12997,us,35581431,rb0qnpcyharzo,b001om3yl0,688214543,"chicco ct0.6 capri lightweight stroller, topazio (discontinued by manufacturer)",baby,3,0,1,n,y,great for an umbrella stroller,"for what it is, it's great. better than any other umbrella stroller out there. my only big problems with it are that the handles are a bit wobbly and my feet do sometimes hit the wheels. i am not a fan of that at all. my main reason for buying this was the height, it's actually taller than my full size stroller, so i don't have to be bent so far over when pushing, but i do still have to lean a bit. i had no problems with my son fitting in the stroller and he is a pretty big boy. tall and a bit chubby, but he had no problem fitting in the stoller at all. the straps adjust so he will definitely fit in this thing for a while, which is awesome. i just wish there weren't so much wobble in the handles and i didn't step on the wheels.",8/9/2011,-1,0
12998,US,35587150,RQ60SCDMSY5HW,B001BKMEQG,311600177,razbaby keep-it-kleen pacifier,Baby,2,1,2,N,Y,Great concept but poor design.,"The part that closes is bulky and due to that, my son barely gets half the binky in his mouth. He has to suck really hard to keep it in, which not only leaves a red mark around his mouth but an indent! The concept is great, I just wish it was better designed. We're just going to stick to regular binkies from now on.",4/15/2010,-1,0
13047,US,35727657,R22LPQBIUK9WNP,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,N,Awesome on several levels,"Before my son was born, I was planning on not using pacifiers at all if possible.  And if I HAD to, only after he had a solid latch (after about 2-3 weeks).  Two days after we brought him home, he was on a crying rampage and couldn't be soothed.  He wasn't hungry, or dirty, or tired.  It was my last idea... and it worked.  Not only did it work, but it also helped my son's latch a little.  It still wasn't perfect, but it was better than it had been before the soothie.  I like that the center is clear and you can see how the little one is sucking -- you can see the way the tongue and gums are working.  I would add this to the must have list prior to bringing a little one home.",4/13/2013,1,1
13059,US,35780945,R1HKO0LLCXKIKI,B00I83KUHY,451617076,gerber first essentials 2 pack soft center latex pacifier,Baby,1,0,1,N,Y,Don't use these--they will ruin your child's teeth and cause cross bite.,"Do not use these!  My daughter loved these from the time she was born until she was two and it RUINED her teeth and her bite. She has a cross bite now and the dentist says she is going to need a ton of orthodontics when she gets older. I thought it was no big deal at first and would just impact her baby teeth. WRONG.  A pacifier can change the way the teeth grow in and a child's bite---and adult teeth are going to come in the same way the baby teeth are.  If you use a pacifier, I highly recommend using one with a better shape that won't impact the teeth as much.  You can read descriptions of other pacifiers that will say things like &#34; promote healthy oral development by naturally fitting into your baby's palate&#34;.  Do your research--wish i did.",5/19/2015,1,0
13060,US,35783091,RUQXJ0RE40BQQ,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,You NEED a WubbaNub!,"We got turned onto the Wubbanub later than I'd have liked, went the first few months dropping pacifiers all over the place.  This is adorable and helps baby hold onto it.  He's 7 months now and still loving it, even once he has teeth I think we'll keep using it and just keep an eye on it to make sure he doesn't chew through it (it's the softer soothie made for younger babies).  We prefer the elephant to the giraffe, it's just a bit cuter and I actually think it balances better on his chest.",7/27/2014,-1,0
13061,US,35787578,R29YOET3QITNBV,B0057EEC44,589029650,"philips avent bpa free nighttime infant pacifier, 0-6 months, 2-count",Baby,2,4,4,N,Y,Don't waste your money.  It barely glows and only for a few minutes,"Totally thought I'd give these a shot, but I'm here to tell you the novelty has worn off.  Don't buy these.  The glow doesn't last long enough to really do anything.  You're better off using a regular pacifier.",6/12/2014,1,1
13076,us,35850801,r23hcmqey9025b,b00dd6lmve,106541360,nuby fun feeding spoons & forks 2-pack,baby,5,0,0,n,y,great for self feeding,my daughter has been feeding herself with these utensils for a few months now (she's 20 months).  she's still a messy eater but is getting better.  she's never had any issues holding the spoons/forks.  sometimes she still needs help scooping up certain foods but the utensils themselves are good.  they were originally part of a gift basket from a relative and i had been unsuccessful in locating them in stores so i could purchase some more. i was happy to find them here.,7/12/2014,1,0
13102,us,35945222,r29jtfrbqxwmig,b00sy3bcsy,109838097,"stroller hook, 2 pack set, black, these multi-purpose stroller hooks, are great accessories for mommy when in a shopping mall, picnic, backstreet, jogging park, grate for hanging diaper bags, shopping bags",baby,5,0,0,n,n,"the packaging could have been better, but the product works great and as expected","quick arrival.  the packaging could have been better, but the product works great and as expected.  good purchase for sure!!",7/2/2015,1,1
13131,US,36018559,R229JP9G8EBZNO,B001I3OE3C,513985034,"philips avent bpa free translucent pacifier, colors may vary",Baby,3,1,2,N,Y,Hits his nose,These are great because they have a cap. However if your child has a small face then beware that they will hit his nose - this isn't huge problem but the plastic does rub and make his nostrils red. I would like this better if the cutout for his nose was larger and didn't rub. My child is 1 month old.,5/23/2011,1,0
13145,US,36090484,R1FWS8AQZ82W4P,B002ITOC7S,501099660,Snuza Hero Baby Movement Monitor,Baby,5,0,0,N,Y,Peace of mind,"I had a preemie and was terrified of sids. I couldn't use the angel care monitor becuase our daughter was sleeping in a bassinnet in our room. This was the perfect solution. I slept so much better once I had this. Once she got bigger and kicked and rolled more, it would pop off and alarm, but a few false alarms are a small price to pay for peace of mind.  She never seemed to notice it. It doesn't emit or receive radio signals, so you don't need to worry about radiation.   BUY IT - worth every penny.",12/4/2011,1,1
